0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,identity,filename,gender
-0.202658623,0.060392782,0.085944332,-0.129653484,-0.13152957,-0.017485019,-0.119741023,-0.024708647,0.2284580320119857,-0.067691132,0.1985370963811874,-0.104973435,-0.297726303,0.064793654,-0.066932723,0.1791594624519348,-0.175975248,-0.11315944,0.0078332,-0.04181347,0.068589903,0.008436752,0.073741183,0.1718150079250335,-0.137080655,-0.395532012,-0.085066654,-0.067074962,-0.008562436,-0.158361092,0.046589956,0.116691268980503,-0.225837365,-0.034479178,0.033439562,0.228647768497467,0.06286259,-0.16905506,0.121560238,0.0605233907699584,-0.217883393,-0.119210474,0.056720924,0.2710981667041778,0.159940019249916,0.016485836,0.0490738525986671,-0.092259362,0.086303107,-0.217562705,0.015485659,0.1768676191568374,0.0437517836689949,0.019157737493515,0.1065315902233123,-0.23204416,0.1511306017637252,0.084938139,-0.127334177,-0.052548107,0.080309585,0.0342134162783622,0.083842866,-0.0470335,0.2569789588451385,0.1129411607980728,-0.064381257,-0.140371859,0.2198519855737686,-0.085957535,-0.013206467,0.097236037,-0.204231203,-0.142492458,-0.253341615,-0.070459515,0.3448224365711212,0.089617625,-0.15068382,0.1090383380651474,-0.077482626,0.001421591,-0.051916454,0.1822497546672821,-0.065873139,0.1030490919947624,-0.092352971,0.057625439,0.1796819567680359,0.042102098,0.0409229695796966,0.2032425999641418,0.0186440758407115,-0.050080962,0.1244183853268623,0.0161811877042055,-0.162777275,-0.00939611,-0.155049399,-0.06737221,-0.028045382,-0.035427537,-0.033868745,0.128161147236824,-0.293857634,0.095760085,-0.017413756,-0.090777352,-0.072401643,0.0224241316318511,-0.028200815,-0.011156665,0.1667293310165405,-0.26497525,0.1145963966846466,0.1822529435157776,0.050948314,0.152937427163124,0.0329875759780406,0.1398875117301941,0.004163853,-0.002815782,-0.086640164,-0.030856946,-0.038613684,-0.088016279,-0.025823727,0.0213488712906837,Kim_zip.zip,Kim_zip/Kim_2.jpg,1
-0.142711446,0.1373508274555206,0.033961996,-0.151393324,-0.129167348,0.041208848,-0.112266541,-0.030357422,0.1488177627325058,-0.101358518,0.2252101451158523,-0.100365438,-0.223558813,-0.131428197,0.069022849,0.1549230068922042,-0.176227748,-0.151075736,-0.061326515,-0.006382905,0.075023219,-0.007676881,-0.021196235,0.082701743,-0.131524816,-0.376434475,-0.06459824,-0.067751057,-0.028450336,-0.065645672,0.019893554970622,0.091016263,-0.15779075,-0.01941012,0.041720465,0.2110261172056198,-0.038853548,-0.013546869,0.1585958749055862,-0.002427973,-0.16790475,-0.019179292,0.0253080762922763,0.2251561731100082,0.2579878270626068,0.049094018,0.005338033,-0.017517306,0.2457677125930786,-0.261815637,0.094603062,0.1767367869615554,0.2209855318069458,0.085091621,0.1158868074417114,-0.134049982,0.048155595,0.2004224956035614,-0.244915128,0.0209143795073032,0.0173829216510057,-0.132981703,-0.024416253,-0.12655966,0.2688979506492615,0.1764272153377533,-0.187487006,-0.183027148,0.1440974771976471,-0.05400759,-0.101495251,0.087429151,-0.180222496,-0.121550567,-0.341075152,0.053559951,0.3610206842422485,0.092370689,-0.254549623,-0.037238564,-0.004296737,-0.03888778,-0.04506417,0.1046831756830215,-0.104551747,-0.077310242,-0.094487965,-0.030659828,0.1604094803333282,-0.016170807,-0.046304066,0.1999882012605667,-0.028284647,0.1083858609199523,0.0101396702229976,0.014304207,-0.102604553,-0.034131836,-0.099348664,-0.0367359,-0.033598926,-0.121540777,-0.061687477,0.076974243,-0.150820971,0.2121098339557647,-0.045591932,0.072660409,-0.105350308,-0.02417122,-0.118018068,0.042102922,0.163533866405487,-0.278296173,0.1952434778213501,0.1052595227956771,0.044606239,0.1548872143030166,0.1216215267777443,0.092251852,-0.004944017,-0.014521612,-0.142816216,-0.095876597,0.085056603,-0.014045553,0.075358361,0.056063235,Henry_Aschke.zip,Passport_Picture.jpg,-1
-0.056491423,0.1324467360973358,0.05429472,-0.071399264,-0.113728911,0.050114859,-0.07323885,-0.048098944,0.1542619615793228,-0.106220789,0.2881602346897125,-0.062582321,-0.298457801,-0.102749608,-0.019540321,0.1351920813322067,-0.156655252,-0.180846825,-0.025716806,-0.027884688,0.098169304,0.0115129835903644,0.065635547,0.04110362,-0.148211479,-0.376412779,-0.064958818,-0.123745248,-0.037248913,-0.096931033,-0.014389835,0.1206507757306099,-0.116808236,0.007339861,-0.007039317,0.1267726719379425,-0.066932797,-0.027145682,0.2391989380121231,-0.00272834,-0.212096989,0.0243067275732755,0.0118710417300462,0.285896897,0.2520024478435516,0.004107627,0.0249246135354042,-0.036238302,0.1601165235042572,-0.267301887,0.1252603530883789,0.1900773495435714,0.2153988778591156,0.082931705,0.1018817722797393,-0.148635328,-0.024569158,0.1817202568054199,-0.20524545,0.009931179,-0.00629774,-0.079362176,0.0294644907116889,-0.113878697,0.2834571599960327,0.1644996553659439,-0.156865939,-0.132468566,0.2009289264678955,-0.079565912,-0.130786598,0.1189251020550727,-0.195810929,-0.154685646,-0.254162222,0.063878037,0.4120388627052307,0.094270371,-0.205542475,0.0308968052268028,-0.035586253,-0.057324287,-0.047210496,0.098997481,-0.114672586,0.002501327,-0.117729634,-0.005845023,0.1652618497610092,-0.054141816,-0.101156153,0.2341431826353073,-0.009686859,0.1009318754076957,0.1097192391753196,0.025595242,-0.065140143,0.005195069,-0.184551477,-0.048425734,-0.047068164,-0.153597817,-0.067887336,0.0547757223248481,-0.134069294,0.1706041395664215,-0.031368952,0.048498794,-0.078355812,0.00697661,-0.085670225,0.030894618,0.1715268790721893,-0.327844352,0.1881726235151291,0.076029159,0.07921464,0.1837012618780136,0.1182336956262588,0.082641296,-0.000714157,-0.079646766,-0.185931608,-0.075943321,0.120780811,0.0262964479625225,0.095275804,0.094630212,Henry_Aschke.zip,eb78349f-e0b9-4bd2-8a3d-a576ba800010.jpg,-1
-0.058373302,0.1331392973661422,0.1477642804384231,-0.078150101,-0.125591859,0.020625016,-0.098923184,-0.048429016,0.098605581,-0.173882037,0.2519552111625671,0.00296247,-0.269794703,-0.074447826,0.039773609,0.1485501527786255,-0.12195722,-0.187695444,-0.096070684,-0.009964081,0.068009518,0.0199184231460094,-0.013125232,0.0203474890440702,-0.128041297,-0.317227572,-0.05314099,-0.024740186,-0.066561781,-0.121628836,0.008008333,0.1145525500178337,-0.11562483,0.0229732282459735,0.004228773,0.1575428247451782,-0.030596375,-0.052951738,0.210379883646965,0.040610109,-0.201576248,0.053743578,-0.018522209,0.2724566161632538,0.2099543809890747,-0.005275364,0.054988287,-0.052183874,0.1988358199596405,-0.313825816,0.092540875,0.1562915742397308,0.1726683974266052,0.091833778,0.075817734,-0.19465895,0.073296398,0.1653236001729965,-0.179798841,0.0280785653740167,0.057270091,-0.203106195,0.000896911,-0.08511655,0.2142434567213058,0.1219563707709312,-0.114409901,-0.127355129,0.1276619285345077,-0.050317779,-0.128407151,0.089679182,-0.196355999,-0.100322574,-0.310948253,0.0489795356988906,0.3786353766918182,0.1147980913519859,-0.231247514,-0.012214536,-0.023739044,0.0185021422803401,-0.001345911,0.078234717,-0.1075949,-0.055574372,-0.115877278,0.048712976,0.2189463675022125,-0.008996943,-0.060245659,0.1947317123413086,0.0503418818116188,0.08303792,0.061169527,-0.036003582,-0.020976059,-0.045576509,-0.150042906,0.0146536035463213,-0.069180809,-0.139413491,-0.076638348,0.060291916,-0.205078319,0.184556782,-0.033216752,0.008238012,-0.07792069,-0.02796248,-0.124330141,0.06891837,0.1633504778146743,-0.271137536,0.1797799170017242,0.1850583702325821,0.1068278327584266,0.1451824009418487,0.1263169646263122,0.062129978,-0.038134973,-0.065951236,-0.167727917,-0.087478377,0.1267656236886978,0.0188958216458559,0.092724204,0.063614152,Henry_Aschke.zip,IE-31.jpg,-1
-0.132775202,0.1144915297627449,0.094663702,-0.088886343,-0.113015547,0.047427058,-0.019740038,-0.038909309,0.1350270956754684,-0.083626904,0.2310769408941269,-0.087977387,-0.246831223,-0.099892743,0.0513393431901931,0.144677997,-0.089535207,-0.092097312,-0.09225066,-0.045491073,0.0413533188402652,-0.068338796,0.009437626,0.045992356,-0.119690284,-0.348828167,-0.067037642,-0.058837168,-0.000618294,-0.144711956,-0.052698754,0.0512546971440315,-0.123984493,-0.044777196,-0.059858628,0.1141598001122474,-0.120216608,-0.095652491,0.1381235122680664,-0.026647056,-0.165213034,0.0171114914119243,-0.006117735,0.2637110650539398,0.1597591936588287,-0.006835049,0.022306994,0.041780654,0.1536975055932998,-0.317525536,0.034825914,0.107190690934658,0.1301945447921753,0.061038941,0.1267712265253067,-0.125453442,0.031381398,0.1936533749103546,-0.232464477,0.086902261,-0.009058201,-0.12353912,-0.05657829,-0.105945706,0.25297904,0.2466727644205093,-0.144864365,-0.107981727,0.1591747105121612,-0.016316237,-0.035499886,0.022009328,-0.121670797,-0.20232296,-0.228079915,0.1033075675368309,0.349063903,0.1646046489477157,-0.257805735,-0.00182867,-0.080521613,0.0193350762128829,0.02465027756989,0.063485295,-0.0859119,0.007937416,-0.118505776,-0.014578018,0.1084608733654022,-0.047852278,-0.043290552,0.2478719055652618,0.0304425507783889,0.0530203096568584,0.0349841751158237,-0.005052687,-0.118350491,-0.0135165,-0.169343412,-0.04093831,0.071075648,-0.16831471,-0.026717816,0.034170941,-0.1670174,0.2253040373325348,0.040420845,0.056266494,-0.031045651,-0.003767827,-0.101321444,0.061961751,0.1271143704652786,-0.325686544,0.1971487402915954,0.1683417707681656,0.059723452,0.1724377572536468,0.1336123198270797,0.0167590603232383,0.058891833,-0.030021876,-0.099452831,-0.080832809,0.1019643321633338,-0.00180453,0.009522182,0.091704465,Henry_Aschke.zip,10c83727-7034-4ba5-990d-66616c539178.jpg,-1
-0.116147399,0.051523969,0.1319696605205536,-0.04953979,-0.110928267,0.027393376,-0.047122888,-0.127398387,0.1414699852466583,-0.09891957,0.1023290455341339,-0.006901791,-0.319262266,0.1063797995448112,-0.096812949,0.1851502656936645,-0.089478672,-0.144493729,-0.07965184,0.033287872,0.006639525,-0.013522225,0.055593319,0.072144151,-0.073208556,-0.327922076,-0.076029211,0.0426574349403381,-0.143297374,-0.069406696,0.007739388,0.1539602428674698,-0.202911079,0.0319017097353935,-0.024255183,0.1444137394428253,-0.038298346,-0.163577363,0.154422640800476,0.1174915060400962,-0.230582267,0.000909686,-0.017249927,0.2868511080741882,0.2194159626960754,-0.026597543,0.077694446,-0.136612311,0.1016147285699844,-0.351883054,0.036893338,0.1310723721981048,0.079399966,0.079131722,-0.013198433,-0.205661863,0.096632034,0.0594269149005413,-0.112129278,0.008633969,0.0577329955995082,-0.045794368,0.0372546836733818,-0.09757112,0.2483425140380859,0.139507458,-0.142623678,-0.078938514,0.2052792161703109,-0.085762553,-0.060472589,0.023777794,-0.182756379,-0.2358585,-0.270526588,0.0556193366646766,0.4239882528781891,0.1771668791770935,-0.215579107,0.0132569503039121,-0.143998623,0.0352169573307037,-0.042365137,0.2341860830783844,-0.020958163,0.037549097,-0.04655502,0.032615669,0.2516861259937286,-0.023379371,-0.087217018,0.312945694,0.1030826047062873,-0.010560101,0.0377028845250606,0.050990954,-0.021764066,0.029737372,-0.207664818,-0.020637929,-0.052956052,-0.025258191,-0.004929043,0.1483539491891861,-0.229331806,0.2267501652240753,-0.008821249,-0.019636218,0.0408068820834159,-0.024457524,-0.089021884,-0.040908076,0.1295438259840011,-0.295379639,0.090907276,0.2141207754611969,0.1033921763300895,0.1422180533409118,0.053563781,0.154043436050415,0.074635044,0.009067816,-0.137356728,-0.032615162,0.1031815037131309,0.0203021429479122,-0.051341217,0.1115855276584625,MileyCyrus.zip,New Folder With Items/miley2.jpg,1
-0.071559787,0.038408212,0.1713332533836364,-0.046318259,-0.143725619,0.002999049,-0.013905029,-0.075848602,0.1498885452747345,-0.123652853,0.168872594833374,0.0229323916137218,-0.261460453,0.0613844506442546,0.018104482,0.1488033831119537,-0.071271092,-0.204753175,-0.102260754,0.044689015,0.050166927,-0.015915334,0.00287394,0.073957428,-0.147700131,-0.378485322,-0.009393471,0.0535652860999107,-0.021444265,-0.083630711,-0.005288647,0.141808345913887,-0.241020322,0.028722441,-0.039738461,0.1249786242842674,-0.053034522,-0.168129697,0.1534926295280456,0.066642374,-0.301132798,-0.029936096,-0.018062811,0.2860981523990631,0.2206075191497802,-0.034639426,0.100223459303379,-0.067943104,0.1210159808397293,-0.334764361,0.04977132,0.1474850475788116,0.0569162368774414,0.06948112,0.058100156,-0.17573157,0.0540518499910831,0.043350268,-0.125724971,0.052828036,0.069277048,-0.04506281,0.04062365,-0.169050485,0.2788267135620117,0.1013203263282775,-0.123687059,-0.091446966,0.171571210026741,-0.113576315,-0.092000976,0.007905281,-0.209533155,-0.156800702,-0.299143374,0.0309843942523002,0.3528969585895538,0.1103716865181922,-0.22823216,0.043302283,-0.043843403,0.043324154,0.0210093297064304,0.2282285541296005,0.0232996251434087,0.0401401221752166,-0.056591831,0.070362516,0.285499245,-0.023372505,-0.03480982,0.2792279124259949,0.0476915277540683,-0.066876724,0.034118064,0.040573951,-0.066676624,0.037974961,-0.167497471,0.0276345741003751,0.001196268,-0.003840293,0.009978315,0.1747185140848159,-0.16841884,0.1899439990520477,-0.032761656,0.062324397,0.098498978,0.006846339,-0.13084875,-0.13826108,0.063803986,-0.222806454,0.1638278812170028,0.1651073545217514,0.067224398,0.0532118901610374,0.0186424329876899,0.1340595334768295,0.060165074,0.0849308,-0.144419178,-0.018921761,0.081602775,-0.04264367,-0.048123181,0.077297002,MileyCyrus.zip,New Folder With Items/miley3.jpg,1
-0.137323394,0.03541512,0.1403484344482422,-0.098860182,-0.142687768,0.049193539,-0.061662674,-0.104766987,0.1394301503896713,-0.182554156,0.1343638747930526,-0.015187015,-0.290765047,0.0616798661649227,-0.060381249,0.105965681374073,-0.092899196,-0.17743434,-0.077826202,0.000379646,0.004599715,0.003210275,0.0464603379368782,0.044975549,-0.076671876,-0.373304278,-0.061961729,0.0181300416588783,-0.06560079,-0.044123676,0.002847526,0.1394570469856262,-0.185019568,0.04492306,-0.099163175,0.1116323769092559,-0.071384847,-0.146452114,0.1679268926382064,0.091432475,-0.240591496,-0.03476401,-0.054132737,0.31747767329216,0.2460178434848785,-0.00831001,0.066928968,-0.048127338,0.1037947610020637,-0.390162408,0.0386077240109443,0.1958775073289871,0.035395674,0.054769866,0.037035037,-0.184409335,0.044103488,0.060859144,-0.054862652,0.036631696,0.0439046807587146,-0.083277002,0.070598409,-0.152874902,0.3111692368984222,0.1377167850732803,-0.14687106,-0.058799766,0.2161403149366378,-0.073433623,-0.082145847,0.020803371,-0.224772409,-0.181265116,-0.243007094,0.073696062,0.3936350643634796,0.1819085776805877,-0.136857331,0.0267869662493467,-0.172167599,0.0467202216386795,-0.016784217,0.2186687290668487,0.004909968,-0.022306411,-0.058960252,0.021182418,0.234272614121437,-0.04419928,-0.095765993,0.2730519771575928,0.065235056,-0.015576447,0.0222736354917287,0.039773785,-0.066473268,0.028736975,-0.175928682,0.0371432974934577,-0.034082785,-0.045712925,-0.003417672,0.1585834175348281,-0.171238482,0.2216249853372573,-0.026483735,0.026392037,0.055991251,-0.045364302,-0.064924307,-0.043551091,0.1018560752272605,-0.267772466,0.1256007254123687,0.1926358938217163,0.1250888109207153,0.1822937726974487,0.080229841,0.1249229684472084,0.048126485,0.0297019481658935,-0.154127657,-0.064981185,0.05735065,0.044591274,-0.063313276,0.1316148936748504,MileyCyrus.zip,New Folder With Items/miley1.jpeg,1
-0.111496545,0.082492091,0.1026245206594467,-0.041540276,-0.141190946,-0.038830996,-0.064066269,-0.123792157,0.1478765457868576,-0.064495243,0.1349253505468368,-0.016401339,-0.245107695,0.0535178,-0.039959028,0.138303205370903,-0.166592896,-0.122987382,-0.138215378,-0.027160946,0.047374673,0.001364221,0.064507969,0.1343405097723007,-0.120128095,-0.344608903,-0.018998791,0.032051019,-0.041374687,-0.113003671,-0.030575886,0.1692869067192077,-0.205199346,0.010403564,-0.034368414,0.1570307165384292,-0.070431501,-0.107338913,0.1346848160028457,0.043760486,-0.232526496,0.045046031,0.011385403573513,0.3013280928134918,0.2782021164894104,-0.021190779,0.079354361,-0.092449039,0.070812427,-0.315298498,0.064302213,0.1994667053222656,0.067681931,0.076298542,0.082920738,-0.197357893,-0.029911671,0.086778998,-0.058526855,0.024303107,0.029380968,-0.034825101,0.021458849,-0.170606166,0.2122140824794769,0.1632082611322403,-0.131353647,-0.085319176,0.1534806042909622,-0.140889317,-0.121622764,0.0437769442796707,-0.180580363,-0.177508757,-0.326993376,-0.015987711,0.3609407246112823,0.1270976811647415,-0.2353286,-0.011030861,-0.085786983,-0.002182961,-0.026025791,0.2266166359186172,-0.029986892,0.0327020660042762,-0.045900289,0.105761781334877,0.189037025,-0.007760347,-0.051911719,0.2873968183994293,0.1260358542203903,-0.06080278,0.009421533,0.045800269,-0.04950612,-0.001087451,-0.196243793,-0.012524681,-0.043678775,0.001653906,-0.031195436,0.1419187784194946,-0.188780099,0.1939055174589157,0.0268771648406982,0.005955755,0.0208959802985191,0.00256039,-0.061306342,-0.071841829,0.108581893146038,-0.297139198,0.113769806921482,0.2326596528291702,0.073721342,0.11403389275074,-0.043005727,0.1185060515999794,0.054068737,0.032233395,-0.099549025,-0.002024234,0.043637261,-0.008095855,-0.085345484,0.1004378423094749,MileyCyrus.zip,New Folder With Items/miley4.jpg,1
-0.040944256,0.0580409578979015,0.1516719758510589,-0.074339457,-0.140962616,0.013003728352487,-0.0854498,-0.087056592,0.1721227169036865,-0.154597655,0.1513607501983642,-0.073398545,-0.266005576,0.1342365145683288,-0.10774599,0.075126603,-0.059099201,-0.160370052,-0.098808289,-0.020336745,0.1100104451179504,0.0515255033969879,0.027015755,0.00772272,-0.104751214,-0.320291311,-0.066624925,0.0124881211668252,-0.056651715,-0.06877894,0.0364689081907272,0.080726378,-0.186759263,0.0537413731217384,-0.077101573,0.0501396656036376,-0.074946463,-0.154227421,0.1592951416969299,-0.03980051,-0.259836972,0.008673683,0.061250456,0.1900986135005951,0.24527408182621,0.0202861856669187,-0.017549234,-0.074861348,0.0280189719051122,-0.37123704,0.047606617,0.1957467943429947,-0.017175213,0.122197650372982,0.048807677,-0.192722261,0.005292395,0.092485778,-0.088861905,0.031695578,0.0453257337212562,-0.068871312,0.0303745716810226,-0.134211704,0.2833929359912872,0.1333976536989212,-0.159700736,-0.088566221,0.1734355390071869,-0.130345598,-0.072248138,0.072435379,-0.175538123,-0.181272432,-0.18851684,0.0545161291956901,0.456744909,0.1113452240824699,-0.123314999,0.072330467,-0.139100179,0.0227553211152553,-0.030169588,0.090742186,0.030827867,-0.071944192,-0.069704086,0.058702789,0.2527244687080383,-0.069624335,-0.073565513,0.2666475176811218,0.022634694,-0.004451024,-0.001525268,0.09119349,-0.062847391,0.0390625819563865,-0.182892486,0.0591850280761718,-0.023001125,-0.018312708,-0.058608633,0.120527371764183,-0.132029444,0.1974962651729583,0.0167548935860395,-0.00747166,0.044041157,-0.018649805,-0.08997713,-0.021674406,0.1483228951692581,-0.286085844,0.194105864,0.1067926287651062,0.1495879739522934,0.1887996643781662,0.066433452,0.1233459636569023,0.089813277,-0.01084101,-0.194678128,-0.066298723,0.034424718,0.0203400924801826,-0.034908738,0.1449883878231048,MileyCyrus.zip,New Folder With Items/miley5.jpg,1
